code	url	product_name	image_url	image_small_url	image_front_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	salt_100g	sodium_100g	carbohydrates_100g	fiber_100g	sugars_100g	proteins_100g	calcium_100g	iron_100g	nutrition-score-fr_100g	nutrition-score-uk_100g
5010092093045	http://us.openfoodfacts.org/product/5010092093045	Soft white	http://static.openfoodfacts.org/images/products/501/009/209/3045/front_en.14.400.jpg	http://static.openfoodfacts.org/images/products/501/009/209/3045/front_en.14.200.jpg	http://static.openfoodfacts.org/images/products/501/009/209/3045/front_en.14.400.jpg	1007.0	0.0	2.0	0.3	1.016	0.4	44.6	2.7	3.8	9.0	0.0	0.0	-1.0	-1.0
0082592720153	http://us.openfoodfacts.org/product/0082592720153	Green Machine	http://static.openfoodfacts.org/images/products/008/259/272/0153/front_en.17.400.jpg	http://static.openfoodfacts.org/images/products/008/259/272/0153/front_en.17.200.jpg	http://static.openfoodfacts.org/images/products/008/259/272/0153/front_en.17.400.jpg	244.0	0.0	0.0	0.0	0.0159	0.00625	13.8	11.7	0.0	0.833	0.00833	0.0003	0.0	0.0
0009800895250	http://us.openfoodfacts.org/product/0009800895250	Nutella	http://static.openfoodfacts.org/images/products/000/980/089/5250/front_en.21.400.jpg	http://static.openfoodfacts.org/images/products/000/980/089/5250/front_en.21.200.jpg	http://static.openfoodfacts.org/images/products/000/980/089/5250/front_en.21.400.jpg	2260.0	1240.0	32.4	10.8	0.103	0.0405	56.8	2.7	56.8	5.41	0.108	0.00195	23.0	23.0
01762949	http://us.openfoodfacts.org/product/01762949		http://static.openfoodfacts.org/images/products/01762949/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/01762949/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/01762949/front_en.3.400.jpg	3350.0	3350.0	93.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0071443003903	http://us.openfoodfacts.org/product/0071443003903		http://static.openfoodfacts.org/images/products/007/144/300/3903/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/007/144/300/3903/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/007/144/300/3903/front_en.3.400.jpg	1590.0	398.0	9.52	5.95	0.181	0.0714	76.2	2.38	54.8	2.38	0.0	0.000857	16.0	16.0
0036632036506	http://us.openfoodfacts.org/product/0036632036506	Activia light blueberry	http://static.openfoodfacts.org/images/products/003/663/203/6506/front_en.7.400.jpg	http://static.openfoodfacts.org/images/products/003/663/203/6506/front_en.7.200.jpg	http://static.openfoodfacts.org/images/products/003/663/203/6506/front_en.7.400.jpg	222.0	0.0	0.0	0.0	0.146	0.0575	9.73	1.77	6.19	3.54	0.133	0.0	-3.0	-3.0
04154891	http://us.openfoodfacts.org/product/04154891	Almond Milk Unsweetened	http://static.openfoodfacts.org/images/products/04154891/front_en.10.400.jpg	http://static.openfoodfacts.org/images/products/04154891/front_en.10.200.jpg	http://static.openfoodfacts.org/images/products/04154891/front_en.10.400.jpg	52.5	35.0	1.04	0.0	0.191	0.075	0.833	0.417	0.0	0.417	0.188	0.0003	0.0	0.0
0041570054130	http://us.openfoodfacts.org/product/0041570054130	Almond Milk Unsweetened 	http://static.openfoodfacts.org/images/products/004/157/005/4130/front_en.10.400.jpg	http://static.openfoodfacts.org/images/products/004/157/005/4130/front_en.10.200.jpg	http://static.openfoodfacts.org/images/products/004/157/005/4130/front_en.10.400.jpg	52.5	35.0	1.04	0.0	0.191	0.075	0.833	0.417	0.0	0.417	0.188	0.0003	0.0	0.0
0028400183901	http://us.openfoodfacts.org/product/0028400183901	Baked Cheetos	http://static.openfoodfacts.org/images/products/002/840/018/3901/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/002/840/018/3901/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/002/840/018/3901/front_en.6.400.jpg	1940.0	671.0	17.9	3.57	2.09	0.821	71.4	3.57	3.57	7.14	0.357	0.00964	12.0	12.0
0078742143330	http://us.openfoodfacts.org/product/0078742143330	Blueberry Lowfat Yogurt	http://static.openfoodfacts.org/images/products/007/874/214/3330/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/007/874/214/3330/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/007/874/214/3330/front_en.3.400.jpg	369.0	0.0	0.882	0.588	0.112	0.0441	17.1	0.0	14.1	2.94	0.0	0.0	3.0	3.0
0041449003153	http://us.openfoodfacts.org/product/0041449003153	Buttermilk complete pancake mix	http://static.openfoodfacts.org/images/products/004/144/900/3153/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/004/144/900/3153/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/004/144/900/3153/front_en.3.400.jpg	1510.0	126.0	3.0	1.0	2.69	1.06	74.0	2.0	12.0	8.0	0.08	0.0036	14.0	14.0
0051000000118	http://us.openfoodfacts.org/product/0051000000118	Campbell Tomato Soup	http://static.openfoodfacts.org/images/products/005/100/000/0118/front_en.10.400.jpg	http://static.openfoodfacts.org/images/products/005/100/000/0118/front_en.10.200.jpg	http://static.openfoodfacts.org/images/products/005/100/000/0118/front_en.10.400.jpg	314.0	0.0	0.0	0.0	1.02	0.4	16.7	0.833	10.0	1.67	0.0	0.0006	4.0	4.0
4002468021319	http://us.openfoodfacts.org/product/4002468021319	Cheddar	http://static.openfoodfacts.org/images/products/400/246/802/1319/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/400/246/802/1319/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/400/246/802/1319/front_en.8.400.jpg	1003.0	0.0	17.0	0.0	0.0	0.0	6.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
0871459000220	http://us.openfoodfacts.org/product/0871459000220	Cheddar Cheese Slices	http://static.openfoodfacts.org/images/products/087/145/900/0220/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/087/145/900/0220/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/087/145/900/0220/front_en.6.400.jpg	0.0	0.0	4.5	2.0	0.2921	0.115	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
03077601	http://us.openfoodfacts.org/product/03077601	Chewy	http://static.openfoodfacts.org/images/products/03077601/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/03077601/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/03077601/front_en.8.400.jpg	1740.0	0.0	12.5	0.0	0.953	0.375	70.8	0.0	29.2	12.5	0.0	0.0	15.0	15.0
0709355468199	http://us.openfoodfacts.org/product/0709355468199	Chicken Creole with Brown Rice Entrée	http://static.openfoodfacts.org/images/products/070/935/546/8199/front_en.4.400.jpg	http://static.openfoodfacts.org/images/products/070/935/546/8199/front_en.4.200.jpg	http://static.openfoodfacts.org/images/products/070/935/546/8199/front_en.4.400.jpg	424.0	92.1	2.2	0.22	0.481	0.189	14.5	1.32	2.64	5.73	0.0352	0.000634	-1.0	-1.0
0076677100145	http://us.openfoodfacts.org/product/0076677100145	Chocolate Chip	http://static.openfoodfacts.org/images/products/007/667/710/0145/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/007/667/710/0145/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/007/667/710/0145/front_en.8.400.jpg	2090.0	896.0	23.2	8.93	0.907	0.357	67.9	3.57	32.1	5.36	0.0	0.000643	19.0	19.0
0038100212290	http://us.openfoodfacts.org/product/0038100212290	Corn Flakes	http://static.openfoodfacts.org/images/products/003/810/021/2290/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/003/810/021/2290/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/003/810/021/2290/front_en.8.400.jpg	1460.0	0.0	0.0	0.0	1.88	0.739	82.6	4.35	8.7	8.7	0.0	0.0274	8.0	8.0
0027400265051	http://us.openfoodfacts.org/product/0027400265051	Country Crock	http://static.openfoodfacts.org/images/products/002/740/026/5051/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/002/740/026/5051/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/002/740/026/5051/front_en.3.400.jpg	1790.0	1790.0	50.0	14.3	1.54	0.607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00389815	http://us.openfoodfacts.org/product/00389815	Cracker Assortment	http://static.openfoodfacts.org/images/products/00389815/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/00389815/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/00389815/front_en.3.400.jpg	1950.0	840.0	26.7	0.0	1.69	0.667	66.7	0.0	0.0	6.67	0.0	0.0024	0.0	0.0
0078000083408	http://us.openfoodfacts.org/product/0078000083408	Dr Pepper Diet	http://static.openfoodfacts.org/images/products/007/800/008/3408/front_en.7.400.jpg	http://static.openfoodfacts.org/images/products/007/800/008/3408/front_en.7.200.jpg	http://static.openfoodfacts.org/images/products/007/800/008/3408/front_en.7.400.jpg	0.0	0.0	0.0	0.0	0.043	0.0169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0051000055002	http://us.openfoodfacts.org/product/0051000055002	Family size cream of chicken	http://static.openfoodfacts.org/images/products/005/100/005/5002/front_en.7.400.jpg	http://static.openfoodfacts.org/images/products/005/100/005/5002/front_en.7.200.jpg	http://static.openfoodfacts.org/images/products/005/100/005/5002/front_en.7.400.jpg	418.0	244.0	6.67	2.08	1.84	0.725	8.33	1.67	0.833	1.67	0.0167	0.0003	9.0	9.0
0044000001452	http://us.openfoodfacts.org/product/0044000001452	Fig Newtons	http://static.openfoodfacts.org/images/products/004/400/000/1452/front_en.7.400.jpg	http://static.openfoodfacts.org/images/products/004/400/000/1452/front_en.7.200.jpg	http://static.openfoodfacts.org/images/products/004/400/000/1452/front_en.7.400.jpg	1390.0	0.0	0.0	0.0	1.1	0.433	76.7	6.67	46.7	3.33	0.133	0.0024	13.0	13.0
0038000391200	http://us.openfoodfacts.org/product/0038000391200	Froot Loops	http://static.openfoodfacts.org/images/products/003/800/039/1200/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/003/800/039/1200/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/003/800/039/1200/front_en.6.400.jpg	1590.0	145.0	3.45	1.72	1.18	0.466	89.7	10.3	41.4	3.45	0.0	0.0155	14.0	14.0
0038000219634	http://us.openfoodfacts.org/product/0038000219634	Frosted Flakes	http://static.openfoodfacts.org/images/products/003/800/021/9634/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/003/800/021/9634/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/003/800/021/9634/front_en.8.400.jpg	1600.0	0.0	0.0	0.0	1.2	0.471	88.2	2.94	35.3	5.88	0.0	0.0132	12.0	12.0
0038000219931	http://us.openfoodfacts.org/product/0038000219931	Frosted Mini Weals original	http://static.openfoodfacts.org/images/products/003/800/021/9931/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/003/800/021/9931/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/003/800/021/9931/front_en.8.400.jpg	544.0	0.0	0.5	0.0	0.0	0.0	31.0	4.0	8.0	3.0	0.0	0.0	-4.0	-4.0
0036632001078	http://us.openfoodfacts.org/product/0036632001078	Fruit on the bottom	http://static.openfoodfacts.org/images/products/003/663/200/1078/front_en.9.400.jpg	http://static.openfoodfacts.org/images/products/003/663/200/1078/front_en.9.200.jpg	http://static.openfoodfacts.org/images/products/003/663/200/1078/front_en.9.400.jpg	369.0	37.1	0.882	0.588	0.164	0.0647	16.5	0.588	15.3	3.53	0.118	0.0	2.0	2.0
0816680010051	http://us.openfoodfacts.org/product/0816680010051	Gelato Pop Mediterranean Mint dipped in rich dark chovcolate	http://static.openfoodfacts.org/images/products/081/668/001/0051/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/081/668/001/0051/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/081/668/001/0051/front_en.6.400.jpg	669.0	0.0	8.0	5.0	0.1016	0.04	21.0	0.0	20.0	3.0	0.0	0.0	8.0	8.0
0044000032586	http://us.openfoodfacts.org/product/0044000032586	Golden Oreo	http://static.openfoodfacts.org/images/products/004/400/003/2586/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/004/400/003/2586/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/004/400/003/2586/front_en.8.400.jpg	1970.0	0.0	20.6	5.88	0.896	0.353	70.6	0.0	35.3	2.94	0.0	0.00318	20.0	20.0
0070470476483	http://us.openfoodfacts.org/product/0070470476483	Greek Blended Coconut low fat yogurt	http://static.openfoodfacts.org/images/products/007/047/047/6483/front_en.11.400.jpg	http://static.openfoodfacts.org/images/products/007/047/047/6483/front_en.11.200.jpg	http://static.openfoodfacts.org/images/products/007/047/047/6483/front_en.11.400.jpg	419.0	0.0	0.667	0.333	0.0931	0.0367	15.3	0.0	12.7	7.33	0.0667	0.0	-1.0	-1.0
0041303036877	http://us.openfoodfacts.org/product/0041303036877	Greek non fat yogurt	http://static.openfoodfacts.org/images/products/004/130/303/6877/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/004/130/303/6877/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/004/130/303/6877/front_en.3.400.jpg	240.0	0.0	0.0	0.0	0.101	0.0396	4.41	0.441	3.96	10.1	0.11	0.000159	-5.0	-5.0
0096619911936	http://us.openfoodfacts.org/product/0096619911936	Himalayan Pink Salt	http://static.openfoodfacts.org/images/products/009/661/991/1936/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/009/661/991/1936/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/009/661/991/1936/front_en.6.400.jpg	0.0	0.0	0.0	0.0	107.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3125206002201	http://us.openfoodfacts.org/product/3125206002201	Lactose free Fat free Milk	http://static.openfoodfacts.org/images/products/312/520/600/2201/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/312/520/600/2201/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/312/520/600/2201/front_en.6.400.jpg	157.0	0.0	0.0	0.0	0.138	0.0542	5.83	0.0	5.42	3.33	0.125	0.0	-1.0	-1.0
0073490125010	http://us.openfoodfacts.org/product/0073490125010	Matzos	http://static.openfoodfacts.org/images/products/007/349/012/5010/front_en.12.400.jpg	http://static.openfoodfacts.org/images/products/007/349/012/5010/front_en.12.200.jpg	http://static.openfoodfacts.org/images/products/007/349/012/5010/front_en.12.400.jpg	1580.0	0.0	0.0	0.0	0.0	0.0	84.8	3.03	0.0	9.09	0.0	0.00164	-5.0	-5.0
8850987131707	http://us.openfoodfacts.org/product/8850987131707	Mi Goreng Plat de Nouilles instantanées - 80 g - Mama	http://static.openfoodfacts.org/images/products/885/098/713/1707/front_fr.14.400.jpg	http://static.openfoodfacts.org/images/products/885/098/713/1707/front_fr.14.200.jpg	http://static.openfoodfacts.org/images/products/885/098/713/1707/front_fr.14.400.jpg	837.0	0.0	7.0	3.0	1.0922	0.43	20.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0
0077975082102	http://us.openfoodfacts.org/product/0077975082102	Mini Pretzels	http://static.openfoodfacts.org/images/products/007/797/508/2102/front_en.4.400.jpg	http://static.openfoodfacts.org/images/products/007/797/508/2102/front_en.4.200.jpg	http://static.openfoodfacts.org/images/products/007/797/508/2102/front_en.4.400.jpg	418.0	0.0	0.0	0.0	0.5588	0.22	22.0	0.0	1.0	2.0	0.0	0.00108	2.0	2.0
01213104	http://us.openfoodfacts.org/product/01213104	Mtn Dew	http://static.openfoodfacts.org/images/products/01213104/front_en.9.400.jpg	http://static.openfoodfacts.org/images/products/01213104/front_en.9.200.jpg	http://static.openfoodfacts.org/images/products/01213104/front_en.9.400.jpg	247.0	0.0	0.0	0.0	0.0543	0.0214	15.7	0.0	15.7	0.0	0.0	0.0	0.0	0.0
0009800892204	http://us.openfoodfacts.org/product/0009800892204	Nutella	http://static.openfoodfacts.org/images/products/000/980/089/2204/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/000/980/089/2204/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/000/980/089/2204/front_en.3.400.jpg	2260.0	1240.0	32.4	10.8	0.103	0.0405	56.8	2.7	56.8	5.41	0.108	0.00195	23.0	23.0
0044000037420	http://us.openfoodfacts.org/product/0044000037420	Oreo smile	http://static.openfoodfacts.org/images/products/004/400/003/7420/front_en.12.400.jpg	http://static.openfoodfacts.org/images/products/004/400/003/7420/front_en.12.200.jpg	http://static.openfoodfacts.org/images/products/004/400/003/7420/front_en.12.400.jpg	1980.0	0.0	19.3	6.14	1.07	0.421	71.9	3.51	40.4	3.51	0.0351	0.00189	18.0	18.0
0078742371047	http://us.openfoodfacts.org/product/0078742371047	Oven-Toasted Old Fashioned Oats	http://static.openfoodfacts.org/images/products/007/874/237/1047/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/007/874/237/1047/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/007/874/237/1047/front_en.8.400.jpg	1570.0	262.0	7.5	1.25	0.0	0.0	67.5	10.0	2.5	12.5	0.0	0.0045	-5.0	-5.0
0016000507661	http://us.openfoodfacts.org/product/0016000507661	Protein Chewy Bar Peanut Bar Dark Chocolate	http://static.openfoodfacts.org/images/products/001/600/050/7661/front_en.4.400.jpg	http://static.openfoodfacts.org/images/products/001/600/050/7661/front_en.4.200.jpg	http://static.openfoodfacts.org/images/products/001/600/050/7661/front_en.4.400.jpg	1990.0	275.0	30.0	8.75	1.14	0.45	35.0	12.5	15.0	25.0	0.05	0.0027	15.0	15.0
0038000219344	http://us.openfoodfacts.org/product/0038000219344	Rice krispies	http://static.openfoodfacts.org/images/products/003/800/021/9344/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/003/800/021/9344/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/003/800/021/9344/front_en.8.400.jpg	1670.0	0.0	0.0	0.0	1.42	0.56	88.0	0.0	12.0	8.0	0.0	0.0252	12.0	12.0
0078742143385	http://us.openfoodfacts.org/product/0078742143385	Strawberry Banana Lowfat Yogurt	http://static.openfoodfacts.org/images/products/007/874/214/3385/front_en.15.400.jpg	http://static.openfoodfacts.org/images/products/007/874/214/3385/front_en.15.200.jpg	http://static.openfoodfacts.org/images/products/007/874/214/3385/front_en.15.400.jpg	369.0	37.1	0.882	0.588	0.112	0.0441	17.1	0.0	14.7	2.94	0.0882	0.00159	3.0	3.0
0734756000020	http://us.openfoodfacts.org/product/0734756000020	Stubb's Original All-Natural Bar-B-Q Sauce	http://static.openfoodfacts.org/images/products/073/475/600/0020/front_en.8.400.jpg	http://static.openfoodfacts.org/images/products/073/475/600/0020/front_en.8.200.jpg	http://static.openfoodfacts.org/images/products/073/475/600/0020/front_en.8.400.jpg	394.0	0.0	0.0	0.0	1.75	0.688	18.8	0.0	12.5	0.0	0.0625	0.00112	0.0	0.0
0044000027957	http://us.openfoodfacts.org/product/0044000027957	Triscuit Original Crackers	http://static.openfoodfacts.org/images/products/004/400/002/7957/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/004/400/002/7957/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/004/400/002/7957/front_en.3.400.jpg	1790.0	521.0	14.3	1.79	1.45	0.571	71.4	10.7	0.0	10.7	0.0	0.00514	7.0	7.0
0079893406107	http://us.openfoodfacts.org/product/0079893406107	black beans	http://static.openfoodfacts.org/images/products/007/989/340/6107/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/007/989/340/6107/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/007/989/340/6107/front_en.3.400.jpg	418.0	0.0	0.0	0.0	0.254	0.1	18.5	4.62	3.85	6.15	0.0308	0.00138	-6.0	-6.0
0077890735947	http://us.openfoodfacts.org/product/0077890735947		http://static.openfoodfacts.org/images/products/007/789/073/5947/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/007/789/073/5947/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/007/789/073/5947/front_en.3.400.jpg	105.0	0.0	0.0	0.0	0.116	0.0458	5.0	1.67	3.33	0.0	0.0	0.0	-2.0	-2.0
33876863	http://us.openfoodfacts.org/product/33876863		http://static.openfoodfacts.org/images/products/33876863/front_en.4.400.jpg	http://static.openfoodfacts.org/images/products/33876863/front_en.4.200.jpg	http://static.openfoodfacts.org/images/products/33876863/front_en.4.400.jpg	2240.0	1200.0	32.1	3.57	1.04	0.411	57.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0078742351896	http://us.openfoodfacts.org/product/0078742351896		http://static.openfoodfacts.org/images/products/007/874/235/1896/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/007/874/235/1896/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/007/874/235/1896/front_en.3.400.jpg	157.0	0.0	0.0	0.0	0.138	0.0542	5.42	0.0	5.0	3.33	0.125	0.0	-1.0	-1.0
0013764027138	http://us.openfoodfacts.org/product/0013764027138		http://static.openfoodfacts.org/images/products/001/376/402/7138/front_en.12.400.jpg	http://static.openfoodfacts.org/images/products/001/376/402/7138/front_en.12.200.jpg	http://static.openfoodfacts.org/images/products/001/376/402/7138/front_en.12.400.jpg	896.0	75.0	3.57	0.0	0.907	0.357	42.9	10.7	7.14	10.7	0.0357	0.00257	-4.0	-4.0
0033776011000	http://us.openfoodfacts.org/product/0033776011000		http://static.openfoodfacts.org/images/products/003/377/601/1000/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/003/377/601/1000/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/003/377/601/1000/front_en.3.400.jpg	2390.0	2390.0	64.3	17.9	1.63	0.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0028400094054	http://us.openfoodfacts.org/product/0028400094054		http://static.openfoodfacts.org/images/products/002/840/009/4054/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/002/840/009/4054/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/002/840/009/4054/front_en.3.400.jpg	2690.0	1940.0	53.6	7.14	3.17	1.25	17.9	10.7	3.57	25.0	0.0714	0.00386	20.0	20.0
0613008721916	http://us.openfoodfacts.org/product/0613008721916		http://static.openfoodfacts.org/images/products/061/300/872/1916/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/061/300/872/1916/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/061/300/872/1916/front_en.6.400.jpg	0.0	0.0	0.0	0.0	0.0106	0.00417	0.417	0.0	0.417	0.0	0.0	0.0	0.0	0.0
0070415101562	http://us.openfoodfacts.org/product/0070415101562		http://static.openfoodfacts.org/images/products/007/041/510/1562/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/007/041/510/1562/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/007/041/510/1562/front_en.3.400.jpg	1640.0	0.0	0.0	0.0	4.35	1.71	82.1	3.57	3.57	10.7	0.0	0.00386	9.0	9.0
6268341870377	http://us.openfoodfacts.org/product/6268341870377		http://static.openfoodfacts.org/images/products/626/834/187/0377/front_en.10.400.jpg	http://static.openfoodfacts.org/images/products/626/834/187/0377/front_en.10.200.jpg	http://static.openfoodfacts.org/images/products/626/834/187/0377/front_en.10.400.jpg	100.0	0.0	0.0	0.0	0.0	0.0	5.6	0.5	5.4	0.5	0.0	0.0	0.0	0.0
0028400028165	http://us.openfoodfacts.org/product/0028400028165		http://static.openfoodfacts.org/images/products/002/840/002/8165/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/002/840/002/8165/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/002/840/002/8165/front_en.3.400.jpg	2240.0	1350.0	35.7	5.36	2.27	0.893	46.4	3.57	3.57	7.14	0.0	0.00129	15.0	15.0
0613008718459	http://us.openfoodfacts.org/product/0613008718459		http://static.openfoodfacts.org/images/products/061/300/871/8459/front_en.3.400.jpg	http://static.openfoodfacts.org/images/products/061/300/871/8459/front_en.3.200.jpg	http://static.openfoodfacts.org/images/products/061/300/871/8459/front_en.3.400.jpg	174.0	0.0	0.0	0.0	0.0106	0.00417	10.8	0.0	10.4	0.0	0.0	0.0	2.0	2.0
0036778020605	http://us.openfoodfacts.org/product/0036778020605		http://static.openfoodfacts.org/images/products/003/677/802/0605/front_en.5.400.jpg	http://static.openfoodfacts.org/images/products/003/677/802/0605/front_en.5.200.jpg	http://static.openfoodfacts.org/images/products/003/677/802/0605/front_en.5.400.jpg	2290.0	1400.0	38.1	16.7	0.121	0.0476	47.6	2.38	40.5	0.0	0.143	0.00171	0.0	0.0
0663836008468	http://us.openfoodfacts.org/product/0663836008468		http://static.openfoodfacts.org/images/products/066/383/600/8468/front_en.9.400.jpg	http://static.openfoodfacts.org/images/products/066/383/600/8468/front_en.9.200.jpg	http://static.openfoodfacts.org/images/products/066/383/600/8468/front_en.9.400.jpg	1460.0	0.0	0.0	0.0	0.171	0.0675	92.5	10.0	20.0	2.5	0.05	0.0036	2.0	2.0
0029700001681	http://us.openfoodfacts.org/product/0029700001681		http://static.openfoodfacts.org/images/products/002/970/000/1681/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/002/970/000/1681/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/002/970/000/1681/front_en.6.400.jpg	1460.0	91.3	4.35	0.0	2.98	1.17	73.9	8.7	4.35	8.7	0.0	0.00157	9.0	9.0
0068437912679	http://us.openfoodfacts.org/product/0068437912679		http://static.openfoodfacts.org/images/products/006/843/791/2679/front_en.5.400.jpg	http://static.openfoodfacts.org/images/products/006/843/791/2679/front_en.5.200.jpg	http://static.openfoodfacts.org/images/products/006/843/791/2679/front_en.5.400.jpg	2040.0	1120.0	31.1	17.8	0.226	0.0889	57.8	6.67	51.1	6.67	0.0444	0.006	21.0	21.0
0722252206138	http://us.openfoodfacts.org/product/0722252206138		http://static.openfoodfacts.org/images/products/072/225/220/6138/front_en.6.400.jpg	http://static.openfoodfacts.org/images/products/072/225/220/6138/front_en.6.200.jpg	http://static.openfoodfacts.org/images/products/072/225/220/6138/front_en.6.400.jpg	1570.0	392.0	10.4	5.21	0.556	0.219	56.2	6.25	25.0	18.8	0.729	0.0112	11.0	11.0
0068437912693	http://us.openfoodfacts.org/product/0068437912693		http://static.openfoodfacts.org/images/products/006/843/791/2693/front_en.5.400.jpg	http://static.openfoodfacts.org/images/products/006/843/791/2693/front_en.5.200.jpg	http://static.openfoodfacts.org/images/products/006/843/791/2693/front_en.5.400.jpg	2040.0	1120.0	31.1	20.0	0.31	0.122	62.2	4.44	51.1	4.44	0.0	0.006	22.0	22.0
0492120800118	http://us.openfoodfacts.org/product/0492120800118		http://static.openfoodfacts.org/images/products/049/212/080/0118/front_en.5.400.jpg	http://static.openfoodfacts.org/images/products/049/212/080/0118/front_en.5.200.jpg	http://static.openfoodfacts.org/images/products/049/212/080/0118/front_en.5.400.jpg	2690.0	2690.0	71.4	7.14	1.45	0.571	0.0	0.0	0.0	0.0	0.0	0.0	21.0	21.0
0846675002662	http://us.openfoodfacts.org/product/0846675002662		http://static.openfoodfacts.org/images/products/084/667/500/2662/front_en.5.400.jpg	http://static.openfoodfacts.org/images/products/084/667/500/2662/front_en.5.200.jpg	http://static.openfoodfacts.org/images/products/084/667/500/2662/front_en.5.400.jpg	222.0	0.0	0.0	0.0	0.0674	0.0265	12.4	2.65	8.85	1.77	0.0354	0.000637	-3.0	-3.0
0068437912686	http://us.openfoodfacts.org/product/0068437912686		http://static.openfoodfacts.org/images/products/006/843/791/2686/front_en.5.400.jpg	http://static.openfoodfacts.org/images/products/006/843/791/2686/front_en.5.200.jpg	http://static.openfoodfacts.org/images/products/006/843/791/2686/front_en.5.400.jpg	1950.0	929.0	26.7	17.8	0.31	0.122	64.4	4.44	51.1	4.44	0.0444	0.004	21.0	21.0
